id,restaurant_id,title,logo,cover,compact,forRamadan,forHalfReady,index,isActive,type,sub_id,sub_id,sub_title,sub_description,sub_img,sub_priceLabel,sub_index,sub_food_id,sub_food_img,sub_food_archive,sub_food_ingredient,sub_food_title,sub_food_stock,sub_food_available,sub_food_unavailableText,sub_food_price,sub_food_discount,sub_food_discountPercentage,sub_food_index,sub_food_foodTag,sub_food_saleOnRamadan,sub_food_saleOnBreakfast,sub_food_saleOnNoon,sub_food_saleOnNight,sub_food_saturday,sub_food_sunday,sub_food_monday,sub_food_tuesday,sub_food_wedensday,sub_food_thursday,sub_food_thursday,sub_food_friday,sub_food_delinoRecommendation,sub_food_halfReady,sub_food_pickupOnly
24063,e695c5db-f227-4450-ba84-d6a47371b0d5,سوخاری,25,,False,False,False,3,False,,0,0,,,,,0,370388,https://static.delino.com/Image/Restaurant/Food/ffzq4gqi.2o4_#SIZEOFIMAGE#.jpg,True,6 عدد ناگت ستاره ای و سیب زمینی، نان و سس,ناگت سوخاری,True,True,همه روزه در وعد‌ه‌های ناهار و شام,65000,6500,10,1,[],False,False,True,True,True,True,True,True,True,True,True,True,False,False,False
24063,e695c5db-f227-4450-ba84-d6a47371b0d5,سوخاری,25,,False,False,False,3,False,,0,0,,,,,0,370393,,False,1 تیکه مرغ سوخاری 1 عدد فیله سوخاری، 2 عدد بال سوخاری، 2 عدد پاچینی،2 عدد پیاز سوخاری، 2 عدد فلافل، همراه سس مخصوص، سیب زمینی، نان    ,پک سوخاری,True,True,همه روزه در وعد‌ه‌های ناهار و شام,190500,16100,10,1,[],False,False,True,True,True,True,True,True,True,True,True,True,False,False,False
24063,e695c5db-f227-4450-ba84-d6a47371b0d5,سوخاری,25,,False,False,False,3,False,,0,0,,,,,0,370386,https://static.delino.com/Image/Restaurant/Food/sadmlxgx.kf4_#SIZEOFIMAGE#.jpg,True, بال و کتف  سوخاری  و  نان و سس مخصوص,1کیلوگرم بال و کتف سوخاری,True,True,همه روزه در وعد‌ه‌های ناهار و شام,135000,13500,10,1,[],False,False,True,True,True,True,True,True,True,True,True,True,False,False,False
24063,e695c5db-f227-4450-ba84-d6a47371b0d5,سوخاری,25,,False,False,False,3,False,,0,0,,,,,0,370387,,False,1 کیلو گرم پیاز سوخاری، سس مخصوص ,1 کیلو گرم پیاز سوخاری، سس مخصوص,True,True,همه روزه در وعد‌ه‌های ناهار و شام,135000,13500,10,1,[],False,False,True,True,True,True,True,True,True,True,True,True,False,False,False
24063,e695c5db-f227-4450-ba84-d6a47371b0d5,سوخاری,25,,False,False,False,3,False,,0,0,,,,,0,370389,https://static.delino.com/Image/Restaurant/Food/siyuk00t.r3g_#SIZEOFIMAGE#.jpg,True,9 عددناگت و مرغ ، سیب زمینی، نان ,ناگت  قارچ و مرغ ,True,True,همه روزه در وعد‌ه‌های ناهار و شام,50000,5000,10,1,[],False,False,True,True,True,True,True,True,True,True,True,True,False,False,False
24063,e695c5db-f227-4450-ba84-d6a47371b0d5,سوخاری,25,,False,False,False,3,False,,0,0,,,,,0,370391,,False,1 عدد پیتزا متوسط - 2 عدد  سوخاری - 1 عدد همبرگر - 1 عدد ساندویچ - نان - سس - سالاد - نوشیدنی,پک کی اف اس ,True,True,همه روزه در وعد‌ه‌های ناهار و شام,295000,24500,10,1,[],False,False,True,True,True,True,True,True,True,True,True,True,False,False,False
24063,e695c5db-f227-4450-ba84-d6a47371b0d5,سوخاری,25,,False,False,False,3,False,,0,0,,,,,0,289239,,False,نیم کیلو بال و کتف سوخاری همراه با نان و سس ,نیم کیلو گرم بال و کتف سوخاری,True,True,همه روزه در وعد‌ه‌های ناهار و شام,95000,9500,10,1,[],False,False,True,True,True,True,True,True,True,True,True,True,False,False,False
24063,e695c5db-f227-4450-ba84-d6a47371b0d5,سوخاری,25,,False,False,False,3,False,,0,0,,,,,0,289238,,False,نیم کیلوگرم  پیاز سوخاری همراه با سس,نیم کیلو گرم پیاز سوخاری,True,True,همه روزه در وعد‌ه‌های ناهار و شام,74500,6500,10,1,[],False,False,True,True,True,True,True,True,True,True,True,True,False,False,False
24063,e695c5db-f227-4450-ba84-d6a47371b0d5,سوخاری,25,,False,False,False,3,False,,0,0,,,,,0,289237,https://static.delino.com/Image/Restaurant/Food/34ycc4zz.mzi_#SIZEOFIMAGE#.jpg,True,"250گرم بال , کتف ونان وسس",250 گرم بال و کتف سوخاری,True,True,همه روزه در وعد‌ه‌های ناهار و شام,55000,5500,10,1,[],False,False,True,True,True,True,True,True,True,True,True,True,False,False,False
24065,e695c5db-f227-4450-ba84-d6a47371b0d5,برگر,12,,False,False,False,4,False,,0,0,,,,,0,289256,https://static.delino.com/Image/Restaurant/Food/v4kl4bki.44x_#SIZEOFIMAGE#.jpg,True,100 گرم برگر شرکتی 80 درصد  گریل شده، نان، خیارشور، گوجه، کاهو، سس مخصوص ,برگر شرکتی,True,True,همه روزه در وعد‌ه‌های ناهار و شام,55000,0,0,1,[],False,False,True,True,True,True,True,True,True,True,True,True,False,False,False
